endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2017-12-31,,,3992771000000,1316586000000,2615000000000,5499901000000,10613091000000,0,4136506000000,976684000000,,,,,1238598000000,11143375000000,7006869000000,530284000000,-143735000000,,2754173000000,2615000000000,56643,CIB
2016-12-31,,,3968282000000,1209397000000,2865328000000,5530057000000,10335382000000,0,3804349000000,1000976000000,,,,,1176832000000,10783399000000,6979050000000,448017000000,163933000000,163497000000.0,2791450000000,2865328000000,56643,CIB
2019-12-31,54500000,,662900000,500000,530100000,209600000,1080500000,816400000,816400000,,-84500000,,,,132800000,7863100000,7046700000,6782600000,-153500000,,530100000,529700000,56644,SPR
2018-12-31,42500000,,756800000,500000,617000000,176100000,1088000000,869400000,869400000,,-58200000,,,,139800000,7222000000,6352600000,6134000000,-112600000,,617000000,616500000,56644,SPR
2017-12-31,31200000,,534900000,500000,354900000,167500000,795900000,597200000,597200000,,-39800000,,,,180000000,6983000000,6385800000,6187100000,-62300000,,354900000,354700000,56644,SPR
2016-12-31,23800000,,661800000,500000,469700000,231600000,1016200000,760800000,760800000,,-57300000,,,,192100000,6792900000,6032100000,5776700000,-99000000,,469700000,469400000,56644,SPR
2020-12-31,,,34175000,,29354000,42975000,88443000,0,34181000,11287000,,,,,4821000,88443000,54262000,0,-6000,,29354000,29354000,56646,PFIS
2019-12-31,,,28891000,,25736000,45916000,84533000,0,31713000,6904000,,,,,3155000,84533000,52820000,0,-2822000,,25736000,25736000,56646,PFIS
2018-12-31,,,28311000,,24920000,42438000,80430000,0,31256000,6736000,,,,,3391000,80430000,49174000,0,-2945000,,24920000,24920000,56646,PFIS
2017-12-31,,,26637000,,18457000,39864000,77930000,0,29685000,8381000,,,,,8180000,77930000,48245000,0,-3048000,,18457000,18457000,56646,PFIS
2020-03-31,,,-18708000,,-18710000,12332000,-3416000,-15748000,-15748000,,,,,,2000,2196000,17944000,5612000,-2960000,,-18710000,-18710000,56648,ONVO
2019-03-31,,,-26632000,,-26635000,14690000,-12143000,-26833000,-26833000,,,,,,3000,3091000,29924000,15234000,201000,,-26635000,-26635000,56648,ONVO
2018-03-31,,,-34801000,,-34803000,20888000,-14383000,-35271000,-35271000,,,,,,2000,4603000,39874000,18986000,470000,,-34803000,-34803000,56648,ONVO
2017-03-31,,,-38424000,,-38447000,22304000,-16271000,-38575000,-38575000,,,,,,23000,4230000,42805000,20501000,151000,,-38447000,-38447000,56648,ONVO
2020-12-31,,,1883000000,96000000,1772000000,2679000000,4453000000,1774000000,1774000000,,-339000000,,,,101000000,64355000000,62581000000,59902000000,109000000,,1782000000,1772000000,56650,ADM
2019-12-31,,,1588000000,75000000,1379000000,2542000000,4147000000,1587000000,1587000000,18000000.0,-402000000,,,,209000000,64656000000,63069000000,60509000000,1000000,,1379000000,1379000000,56650,ADM
2018-12-31,,,2060000000,64000000,1810000000,2239000000,4181000000,1924000000,1924000000,18000000.0,-364000000,,,,245000000,64341000000,62417000000,60160000000,136000000,,1815000000,1810000000,56650,ADM
2017-12-31,,,1609000000,62000000,1595000000,1984000000,3518000000,1524000000,1524000000,10000000.0,-330000000,,,,7000000,60828000000,59304000000,57310000000,85000000,,1602000000,1595000000,56650,ADM
2019-12-31,19450000,,26151000,,21411000,91613000,152629000,41566000,41566000,,-9292000,,,,4740000,270245000,228679000,117616000,-15415000,,21411000,21411000,56651,RGEN
2018-12-31,15821000,,21436000,,16617000,62764000,107501000,28916000,28916000,,-6709000,,,,4819000,194032000,165116000,86531000,-7480000,,16617000,16617000,56651,RGEN
2017-12-31,8672000,,7248000,,28353000,51509000,74186000,14005000,14005000,,-6441000,,,,-21105000,141236000,127231000,67050000,-6757000,,28353000,28353000,56651,RGEN
2016-12-31,7355000,,11692000,,11681000,30853000,57424000,19216000,19216000,,-3768000,,,,11000,104541000,85325000,47117000,-7524000,,11681000,11681000,56651,RGEN
2020-12-31,1491000000,,1154000000,1454000000,721000000,3188000000,6630000000,1951000000,1951000000,,-784000000,,,,292000000,31536000000,29585000000,24906000000,-797000000,,862000000,690000000,56652,TSLA
2019-12-31,1343000000,,-665000000,1492000000,-862000000,2646000000,4069000000,80000000,80000000,,-725000000,,,,110000000,24578000000,24498000000,20509000000,-745000000,,-775000000,-870000000,56652,TSLA
2018-12-31,1460000000,,-1005000000,1390000000,-976000000,2835000000,4042000000,-253000000,-253000000,,-653000000,,,,58000000,21461000000,21714000000,17419000000,-752000000,,-1063000000,-976000000,56652,TSLA
2017-12-31,1378000000,,-2209000000,1395080000,-1962000000,2477000000,2223000000,-1632000000,-1632000000,,-477000000,,,,32000000,11759000000,13391000000,9536000000,-577000000,,-2241000000,-1962000000,56652,TSLA
2020-12-31,5529000000,,14163000000,146000000,12314000000,9390000000,25212000000,8029000000,8029000000,583000000,-390000000,,,,1813000000,37369000000,29340000000,12157000000,6134000000,,12350000000,12314000000,56653,SNY
2019-12-31,6018000000,,3077000000,174000000,2806000000,9970000000,25658000000,6846000000,6846000000,678000000,-544000000,,,,139000000,37631000000,30785000000,11973000000,-3769000000,-101000000.0,2938000000,2806000000,56653,SNY
2018-12-31,5894000000,,4904000000,159000000,4306000000,9934000000,24356000000,6024000000,6024000000,334000000,-471000000,,,,481000000,35677000000,29653000000,11321000000,-1120000000,-13000000.0,4423000000,4306000000,56653,SNY
2017-12-31,5472000000,,5616000000,169000000,8416000000,10164000000,24774000000,7273000000,7273000000,-1000000,-346000000,,,,1722000000,36221000000,28948000000,11447000000,-1657000000,4643000000.0,3894000000,8416000000,56653,SNY
2019-12-31,,,174581760,,174581760,13408233,120445812,107037579,107037579,,-14733534,,,,0,120445812,13408233,0,67544181,,174581760,174581760,56657,HYT
2019-08-31,,,90752936,,90752936,13068757,128558891,115490134,115490134,,-17313485,,,,0,128558891,13068757,0,-24737198,,90752936,90752936,56657,HYT
2018-12-31,,,90752936,,90752936,13068757,128558891,115490134,115490134,,-18018998,,,,0,128558891,13068757,0,-24737198,,90752936,90752936,56657,HYT
2018-08-31,,,63349003,,63349003,14250439,134841086,120590647,120590647,,-15894056,,,,0,134841086,14250439,0,-57241644,,63349003,63349003,56657,HYT
2019-12-31,,,-16582877,1805552,-15646147,3251529,-4567645,-10980163,-10980163,-13795,-1561625,,,,117322,1275425,12255588,5843070,-5602714,,-16700199,-15646147,56661,IMTE
2018-12-31,,,-17350280,2807963,-15962278,3464669,-1752716,-7846882,-7846882,600124,-1383399,,,,-507057,1324406,9171288,3077122,-9503398,,-16843223,-15962278,56661,IMTE
2017-12-31,,,1505453,-53851,1695567,1489833,1326955,-2405382,-2405382,221373,-107101,,,,-187213,5762711,8168093,4435756,3910835,,1692666,1695567,56661,IMTE
2016-12-31,,,5614007,-55621,3627757,1795679,10186240,5787468,5787468,455862,-73666,,,,2018939,13929670,8142202,3743430,-173461,,3595068,3627757,56661,IMTE
2019-12-31,11032000,,-15068000,,-13267000,6441000,0,-17473000,-17473000,,,,,,-1801000,0,17473000,0,2405000,,-13267000,-13267000,56662,BLPH
2018-12-31,20259000,,-2625000,,2814000,7621000,0,-27880000,-27880000,,,,,,-5439000,0,27880000,0,25255000,,2814000,2814000,56662,BLPH
2017-12-31,17854000,,-54818000,,-54818000,6745000,0,-24599000,-24599000,,,,,,0,0,24599000,0,-30219000,,-54818000,-54818000,56662,BLPH
2016-12-31,16250000,,-24252000,,-23814000,7507000,0,-23757000,-23757000,,,,,,-438000,0,23757000,0,-143000,,-23814000,-23814000,56662,BLPH
2019-12-31,,,-2167111,,-2167544,3034885,1340543,-1694342,-1694342,,-379019,,,,433,1480213,3174555,139670,-472769,,-2167544,-2167544,56663,INVO
2018-12-31,,,-3076091,,-3076091,3038068,404008,-2634060,-2634060,,-442031,,,,0,494375,3128435,90367,-442031,,-3076091,-3076091,56663,INVO
2017-12-31,,,-702163,,-702163,870612,230191,-640421,-640421,,-20873,,,,0,282145,922566,51954,-61742,,-702163,-702163,56663,INVO
2016-12-31,,,-2124252,,-2124252,2146221,35807,-2110414,-2110414,,-13838,,,,0,50901,2161315,15094,-13838,,-2124252,-2124252,56663,INVO
2019-12-31,8993000,,-13373000,,-13373000,11294000,8143000,-12144000,-12144000,,-1530000,,,,0,17972000,30116000,9829000,-1229000,,-13373000,-13482000,56665,MASS
2018-12-31,9528000,,-7536000,,-7536000,9304000,12393000,-6439000,-6439000,,-1147000,,,,0,22054000,28493000,9661000,-1097000,,-7536000,-7612000,56665,MASS
2019-12-31,,,2442000,1124000,1798000,9966000,98981000,29856000,29856000,,-29726000,,,,0,156297000,126441000,57316000,-27414000,,2442000,-5622000,56666,CIO
2018-12-31,,,38669000,964000,38168000,8137000,79612000,19123000,19123000,,-23937000,,,,0,129484000,110361000,49872000,19546000,,38669000,30748000,56666,CIO
2017-12-31,,,9158000,208000,5756000,6792000,63601000,15215000,15215000,,-20173000,,,,0,106487000,91272000,42886000,-6057000,,9158000,-1655000,56666,CIO
2016-12-31,,,376000,1857000,-843000,13474000,44047000,395000,395000,,-14761000,,,,0,72461000,72066000,28414000,-19000,,376000,-2624000,56666,CIO
2020-06-30,17954073,,-25062404,,-16529281,6834181,-393700,-25383126,-25383126,201172,,,,,-8533123,149575,25532701,543275,320722,,-16529281,-16529281,56669,OPT
2019-06-30,31347891,,-35547034,,-20910061,5196412,-37134,-36668684,-36668684,87247,,,,,-14636973,236809,36905493,273943,1121650,,-20910061,-20910061,56669,OPT
2018-06-30,24891534,,-28919488,,-16902240,4671305,-113223,-29764564,-29764564,88502,,,,,-12017248,145079,29909643,258302,845076,,-16902240,-16902240,56669,OPT
2017-06-30,4838300,,-9360808,,-6192896,4711658,-182604,-9824787,-9824787,92225,,,,,-3167912,74860,9899647,257464,463979,,-6192896,-6192896,56669,OPT
2019-12-31,,,290188000,,245451000,181635000,469158000,287523000,287523000,3708000,,,,,44737000,579650000,292127000,110492000,3379000,,245451000,245451000,56671,CIH
2018-12-31,20761000.0,,195468000,,165420000,123963000,337296000,188567000,188567000,4005000,,,,,30048000,421024000,232457000,83728000,6901000,,165420000,165420000,56671,CIH
2017-12-31,17219000.0,,149023000,,128153000,90502000,270808000,144198000,144198000,18889000,,,,,20870000,335037000,190839000,64229000,4825000,,128153000,128153000,56671,CIH
2016-12-31,9041000.0,,129483000,,111030000,70128000,225493000,129901000,129901000,16423000,-2108000.0,,,,18453000,275296000,145395000,49803000,-418000,,111030000,111030000,56671,CIH
2019-12-31,,,-604000000,,-612000000,1320000000,792000000,-644000000,-644000000,,-60000000,,,,8000000,3940000000,4584000000,3148000000,40000000,,-612000000,-612000000,56672,APG
2018-08-31,,,-163597211,,-163597211,1805560,17771946,15966386,15966386,,-60000000,,,,0,17771946,1805560,0,-179563597,,-163597211,-163597211,56672,APG
2019-12-31,,,-9648500,,-9648500,8993854,520340,-10388808,-10388808,1787365,,,,,0,2759190,13147998,2238850,740308,,-9648500,-9648500,56673,BLNK
2018-12-31,,,-3421203,,-3421203,11364183,1162071,-11611709,-11611709,1150016,-1420189.0,,,,0,2686237,14297946,1524166,8190506,,-3421203,-26880134,56673,BLNK
2017-12-31,,,-75363496,,-75363496,7407467,1425980,-7123448,-7123448,761652,-3231304.0,,,,0,2500357,9623805,1074377,-68240048,,-75363496,-79630596,56673,BLNK
2016-12-31,,,-7699127,-3831314.0,-7699127,6524452,1317948,-7212908,-7212908,1200797,-1218510.0,,,,0,3326021,10538929,2008073,-486219,,-7699127,-9167627,56673,BLNK
2019-12-31,,,24318000,,21639000,21963000,90121000,37218000,37218000,,-5609000,,,,2679000,101515000,64297000,11394000,-12900000,,21639000,6053000,56674,MNRL
2018-12-31,,,33142000,,32815000,6638000,59784000,39231000,39231000,-7506000.0,-7446000,,,,327000,67264000,28033000,7480000,-6089000,,32815000,1839000,56674,MNRL
2017-12-31,,,116620000,,115612000,3935000,37553000,26663000,26663000,-10842000.0,-556000,,,,1008000,40908000,14245000,3355000,89957000,,32815000,1839000,56674,MNRL
2020-06-30,19269000000,,53036000000,,44281000000,24709000000,96937000000,52959000000,52959000000,,-2591000000,,,,8755000000,143015000000,90056000000,46078000000,77000000,,44281000000,44281000000,56676,MSFT
2019-06-30,16876000000,,43688000000,,39240000000,23098000000,82933000000,42959000000,42959000000,,-2686000000,,,,4448000000,125843000000,82884000000,42910000000,729000000,,39240000000,39240000000,56676,MSFT
2018-06-30,14726000000,,36474000000,,16571000000,22223000000,72007000000,35058000000,35058000000,,-2733000000,,,,19903000000,110360000000,75302000000,38353000000,1416000000,,16571000000,16571000000,56676,MSFT
2017-06-30,13037000000,,29901000000,,25489000000,19942000000,62310000000,29331000000,29331000000,,-2222000000,,,,4412000000,96571000000,67240000000,34261000000,570000000,,25489000000,25489000000,56676,MSFT
2019-12-31,4333000,,-12866000,,-12871000,18109000,10130000,-12312000,-12312000,,-581000,,,,5000,19150000,31462000,9020000,-554000,,-12871000,-12871000,56677,PHUN
2018-12-31,6965000,,-10177000,,-9803000,18979000,19081000,-6863000,-6863000,,-724000,,,,-374000,30883000,37746000,11802000,-3314000,,-9803000,-9803000,56677,PHUN
2017-12-31,11108000,,-26026000,,-25938000,25516000,11008000,-25616000,-25616000,,-397000,,,,-88000,26722000,52338000,15714000,-410000,,-25938000,-25938000,56677,PHUN
2016-12-31,9877000,,-16229000,,-16297000,24101000,18542000,-15436000,-15436000,,-686000,,,,68000,47370000,62806000,28828000,-793000,,-16297000,-16297000,56677,PHUN
2019-12-31,,,66100000,,48500000,259200000,325700000,66500000,66500000,,,,,,16100000,946900000,880400000,621200000,-400000,-1500000,50000000,48500000,56679,SYX
2018-12-31,,,62900000,,224700000,247300000,307700000,60400000,60400000,,,,,,13400000,896900000,836500000,589200000,2500000,175200000,49500000,224700000,56679,SYX
2017-12-31,,,45500000,,40400000,227200000,273200000,46000000,46000000,,-200000.0,,,,-20000000,791800000,745800000,518600000,-500000,-25100000,65500000,40400000,56679,SYX
2016-12-31,,,6500000,,-32600000,226300000,238200000,11900000,11900000,,-300000.0,,,,2600000,753100000,741200000,514900000,-5400000,-36500000,3900000,-32600000,56679,SYX
2019-12-31,,,-31209000,,-31209000,7062000,-22969000,-30031000,-30031000,,-1209000,,,,0,0,30031000,22969000,-1178000,,-31209000,-31209000,56680,YMTX
2018-12-31,,,-23587000,,-23587000,5567000,-17822000,-23389000,-23389000,,-740000,,,,0,0,23389000,17822000,-198000,,-23587000,-23587000,56680,YMTX
2019-12-31,,,480000000,,891000000,167000000,998000000,573000000,573000000,-213000000,-66000000,,,,-411000000,3038000000,2465000000,2040000000,-93000000,,891000000,891000000,56681,SWN
2018-12-31,,,538000000,,537000000,197000000,1848000000,882000000,882000000,209000000,-122000000,,,,1000000,3862000000,2980000000,2014000000,-344000000,,537000000,535000000,56681,SWN
2017-12-31,,,953000000,,1046000000,229000000,1556000000,1151000000,1151000000,-328000000,-135000000,,,,-93000000,3203000000,2052000000,1647000000,-198000000,,1046000000,815000000,56681,SWN
2016-12-31,,,-2672000000,,-2643000000,244000000,980000000,-2453000000,-2453000000,432000000,-88000000,,,,-29000000,2436000000,4889000000,1456000000,-219000000,,-2643000000,-2751000000,56681,SWN
2019-12-31,8739420,,-17105791,,-17105791,8223700,0,-16963120,-16963120,,,,,,0,0,16963120,0,-142671,,-17105791,-17105791,56682,AKTX
2018-12-31,11795376,,-16466780,,-16466780,10896158,0,-22691534,-22691534,,,,,,0,0,22691534,0,6224754,,-16466780,-16466780,56682,AKTX
2017-12-31,23285279,,-35399257,,-35399257,11798910,0,-35084189,-35084189,,,,,,0,0,35084189,0,-315068,,-35399257,-35399257,56682,AKTX
2016-12-31,17306001,,-18140997,,-18140997,9940557,0,-27246558,-27246558,,,,,,0,0,27246558,0,9105561,,-18140997,-18140997,56682,AKTX
2019-12-29,,,-1906000,-598000,-649000,10417000,13278000,170000,170000,,-494000,,,,-659000,82269000,82099000,68991000,-2076000,,-1247000,-649000,56684,BBQ
2018-12-30,,,5591000,-598000,4862000,7988000,15388000,6136000,6136000,,-493000,,,,729000,54888000,48752000,39500000,-545000,,4862000,4862000,56684,BBQ
2017-12-31,,,-7524000,-598000,-8123000,14634000,17502000,83000,83000,,-661000,,,,-858000,64595000,64512000,47093000,-7607000,-1457000.0,-6666000,-8123000,56684,BBQ
2017-01-01,,,-6377000,-598000,-2431000,16569000,18588000,-854000,-854000,,-886000,,,,-2272000,76624000,77478000,58036000,-5523000,1674000.0,-4105000,-2431000,56684,BBQ
2020-10-31,5800000,,-46100000,,-30500000,203300000,228100000,5700000,5700000,,-25700000,,,,-15600000,2277600000,2271900000,2049500000,-51800000,,-30500000,-30500000,56685,REVG
2019-10-31,4800000,,-16600000,200000.0,-12300000,199300000,251800000,30500000,30500000,,-32500000,,,,-3500000,2403700000,2373200000,2151900000,-47100000,,-13100000,-12300000,56685,REVG
2018-10-31,6500000,,2200000,1000000.0,13000000,182800000,278000000,70600000,70600000,,-25600000,,,,-10800000,2381300000,2310700000,2103300000,-68400000,,13000000,13000000,56685,REVG
2017-10-31,4200000,,50100000,1000000.0,31400000,188300000,294600000,87200000,87200000,,-20700000,,,,18700000,2267800000,2180600000,1973200000,-37100000,,31400000,31400000,56685,REVG
2020-12-31,,,3647000000,358000000,2695000000,6096000000,10021000000,3801000000,3801000000,124000000,-164000000,,,,787000000,16471000000,12670000000,6450000000,-154000000,,2860000000,2695000000,56686,CL
2019-12-31,,,3301000000,441000000,2367000000,5616000000,9336000000,3614000000,3614000000,106000000,-192000000,,,,774000000,15693000000,12079000000,6357000000,-313000000,,2527000000,2367000000,56686,CL
2018-12-31,,,3464000000,299000000,2400000000,5434000000,9262000000,3759000000,3759000000,69000000,-193000000,,,,906000000,15544000000,11785000000,6282000000,-295000000,,2558000000,2400000000,56686,CL
2017-12-31,,,3487000000,303000000,2024000000,5412000000,9355000000,3925000000,3925000000,18000000,-153000000,,,,1313000000,15454000000,11529000000,6099000000,-438000000,,2174000000,2024000000,56686,CL
2020-11-30,,,882700000,13800000,870700000,1159600000,2697800000,948300000,948300000,-1700000,-236600000,,,,13300000,4287800000,3339500000,1590000000,-65600000,,869400000,870700000,56688,INFO
2019-11-30,,,742000000,15100000,502700000,1200700000,2757600000,976300000,976300000,7500000,-259700000,,,,242600000,4414600000,3438300000,1657000000,-234300000,,499400000,502700000,56688,INFO
2018-11-30,,,423800000,5900000,542300000,1187200000,2513500000,783400000,783400000,1700000,-225700000,,,,-115400000,4009200000,3225800000,1495700000,-359600000,,539200000,542300000,56688,INFO
